,location,lat,lon
0,"010 : Triwest Research Associates : USA : Levy, Louis J. Levy, Louis J. Principal Investigator llevy@triwestresearch.com 619-589-6888 San Diego, CA, 92108, United States, San Diego, California, United States",32.715053,-117.16526235857921
1,"2014 Department of Cardiology, The Heart Centre, University Hospital Rigshospitalet, Copenhagen, Denmark",55.6867243,12.5700724
2,"AHEPA University Hospital, Thessaloniki, Greece",40.6403167,22.9352716
3,"AM Diabetes & Endocrinology Center, Bartlett, Tennessee, United States",35.2045329,-89.8739753
4,"AMC, Amsterdam, Netherlands",52.2924635,4.956576595884709
5,"AOU Città della Salute e della Scienza di Torino, Torino, Italy",45.0677551,7.6824892
6,"ASAN Medical Center, Seoul, Korea, Republic of",37.50771705,127.10332700284029
7,"ASST - Papa Giovanni XXIII - U.O. Nefrologia e Dialisi/ Mario Negri Institute for Pharmacological Research - Clinical Research Center for Rare Diseases Aldo e Cele Daccò, Bergamo, BG, Italy",45.6944947,9.6698727
8,"ATP Clinical Research, Costa Mesa, California, United States",33.6633386,-117.903317
9,"AZ Gasthuisberg Leuven, Leuven, Flamish Brabant, Belgium",50.6402809,4.6667145
10,"AZ St Jan, Brugge, West Flanders, Belgium",51.2206641,3.1932500438585434
11,"AZ VUB Jette, Brussels, Brabant, Belgium",50.9023308,4.5380828
12,"Abramson Cancer Center, University of Pennsylvania Health System, Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
13,"Academic Medical Center, Amsterdam, Netherlands",52.2924635,4.956576595884709
14,"Accurate Clinical Research, Houston, Texas, United States",29.7589382,-95.3676974
15,"Accurate Clinical Research, Pasadena, Texas, United States",29.6910753,-95.2092076
16,"Active Practices and Research, Newington, New Hampshire, United States",43.100482,-70.834351
17,"Advanced Clinical Research Institute, Anaheim, California, United States",33.8347516,-117.911732
18,"Advanced Research for Health Improvement, LLC, Naples, Florida, United States",26.21044935,-81.80231377307933
19,"Akershus university hospital, Lørenskog, Viken, Norway",59.9263265,9.904234519577855
20,"Al azhar universty, Cairo Governorate, Egypt",30.0332516,31.562165102291935
21,"Al-Zahra Heart Hospital, Shiraz University of Medical Sciences, Shiraz, Fars, Iran, Islamic Republic of",32.6475314,54.5643516
22,"Albano Clinic, Salt Lake City, Utah, United States",40.7596198,-111.8867975
23,"Albert Einstein College of Medicine, New York, New York, United States",40.85277655,-73.84572204231365
24,"Alfred I. DuPont Hospital for Children of the Nemours Foundation, Wilmington, Delaware, United States",39.7459468,-75.546589
25,"Alfred I. duPont Hospital for Children of the Nemours Foundation, Wilmington, Delaware, United States",39.7459468,-75.546589
26,"Aljazeera( Al Gazeera) hospital, Giza, Egypt",29.9870753,31.2118063
27,"All Children's Hospital, Saint Petersburg, Florida, United States",27.76496205,-82.64059775080256
28,"Allegheney Center for Digestive Health, Pittsburgh, Pennsylvania, United States",40.3693889,-80.6243098
29,"Allegheny General Hospital, Pittsburgh, Pennsylvania, United States",40.45696955,-80.0033113928861
30,"Alliance Against Diabetes/AAD Clinical Research, Las Vegas, Nevada, United States",36.1672559,-115.148516
31,"Altoona Center for Clinical Research, Duncansville, Pennsylvania, United States",40.4234058,-78.433903
32,"American Health Research, Charlotte, North Carolina, United States",35.2272086,-80.8430827
33,"American Health Research, Inc., Charlotte, North Carolina, United States",35.144928300000004,-80.98533442909053
34,"Amrita Institute of Medical Sciences, Kochi, Kerala, India",9.931308,76.2674136
35,"Andrews Institute, Gulf Breeze, Florida, United States",30.3588342,-87.15941431829276
36,"Ankara University Biotechnology Institute, Ankara, Türkiye, Turkey",38.9597594,34.9249653
37,"Ankara University School of Medicine Department of Hematology, Ankara, Turkey",39.9207886,32.8540482
